subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency
BM_112	NaN	4	1	1	1	NaN	2153.jpg	2164.jpg	33	34	1	NaN	4	NaN	NaN	0.5455787	0.5286803	NaN	0.5
BM_112	NaN	4	1	1	2	NaN	2154.jpg	1262.jpg	12	15	0	NaN	1	NaN	NaN	0.7704121	0.7395006	NaN	0.5
BM_112	NaN	4	1	1	3	NaN	1146.jpg	1027.jpg	23	20	0	NaN	2	NaN	NaN	0.6536804	0.6755414	NaN	1
BM_112	NaN	4	1	1	4	NaN	1031.jpg	2212.jpg	10	9	1	NaN	1	NaN	NaN	0.7820717	0.7920635	NaN	0.5
BM_112	NaN	4	1	1	5	NaN	1182.jpg	2221.jpg	62	61	1	NaN	7	NaN	NaN	0.3275659	0.3293214	NaN	0.5
BM_112	NaN	4	1	1	6	NaN	2094.jpg	2058.jpg	69	66	0	NaN	8	NaN	NaN	0.2849454	0.3086106	NaN	1
BM_112	NaN	4	1	1	7	NaN	1207.jpg	1013.jpg	39	36	0	NaN	4	NaN	NaN	0.4764439	0.5136473	NaN	0.5
BM_112	NaN	4	1	1	8	NaN	1183.jpg	1216.jpg	25	31	0	NaN	3	NaN	NaN	0.6390235	0.5622725	NaN	1
BM_112	NaN	4	1	1	9	NaN	2110.jpg	2128.jpg	72	71	0	NaN	8	NaN	NaN	0.2267984	0.2691803	NaN	1
BM_112	NaN	4	1	1	10	NaN	1262.jpg	1114.jpg	15	16	1	NaN	1	NaN	NaN	0.7395006	0.7290723	NaN	0.5
BM_112	NaN	4	1	1	11	NaN	1115.jpg	2111.jpg	65	70	0	NaN	8	NaN	NaN	0.3141694	0.2745126	NaN	1
BM_112	NaN	4	1	1	12	NaN	1220.jpg	1182.jpg	59	62	0	NaN	7	NaN	NaN	0.341486	0.3275659	NaN	0.5
BM_112	NaN	4	1	1	13	NaN	2008.jpg	1255.jpg	63	64	1	NaN	7	NaN	NaN	0.3251193	0.3216092	NaN	0.5
BM_112	NaN	4	1	1	14	NaN	2155.jpg	2015.jpg	56	55	1	NaN	6	NaN	NaN	0.3556008	0.3606323	NaN	0.5
BM_112	NaN	4	1	1	15	NaN	2125.jpg	2016.jpg	24	18	1	NaN	2	NaN	NaN	0.6525507	0.7228613	NaN	1
BM_112	NaN	4	1	1	16	NaN	1019.jpg	1255.jpg	60	64	1	NaN	7	NaN	NaN	0.3301544	0.3216092	NaN	0.5
BM_112	NaN	4	1	1	17	NaN	2249.jpg	1013.jpg	38	36	0	NaN	4	NaN	NaN	0.4796713	0.5136473	NaN	0.5
BM_112	NaN	4	1	1	18	NaN	1216.jpg	1007.jpg	31	28	1	NaN	3	NaN	NaN	0.5622725	0.624662	NaN	1
BM_112	NaN	4	1	1	19	NaN	1220.jpg	1019.jpg	59	60	0	NaN	7	NaN	NaN	0.341486	0.3301544	NaN	0.5
BM_112	NaN	4	1	1	20	NaN	1254.jpg	2054.jpg	29	27	0	NaN	3	NaN	NaN	0.6158856	0.6350013	NaN	1
BM_112	NaN	4	1	1	21	NaN	1192.jpg	1226.jpg	35	40	0	NaN	4	NaN	NaN	0.5261585	0.4745399	NaN	0.5
BM_112	NaN	4	1	1	22	NaN	1202.jpg	1191.jpg	13	14	0	NaN	1	NaN	NaN	0.7498679	0.7447276	NaN	0.5
BM_112	NaN	4	1	1	23	NaN	2016.jpg	2248.jpg	18	17	0	NaN	2	NaN	NaN	0.7228613	0.7278455	NaN	1
BM_112	NaN	4	1	1	24	NaN	2218.jpg	2217.jpg	68	67	0	NaN	8	NaN	NaN	0.2962095	0.3003924	NaN	1
BM_112	NaN	4	1	1	25	NaN	1262.jpg	2212.jpg	15	9	1	NaN	1	NaN	NaN	0.7395006	0.7920635	NaN	0.5
BM_112	NaN	4	1	1	26	NaN	1007.jpg	2054.jpg	28	27	0	NaN	3	NaN	NaN	0.624662	0.6350013	NaN	1
BM_112	NaN	4	1	1	27	NaN	1144.jpg	1246.jpg	44	47	0	NaN	5	NaN	NaN	0.4371954	0.4228113	NaN	1
BM_112	NaN	4	1	1	28	NaN	1073.jpg	1246.jpg	48	47	0	NaN	5	NaN	NaN	0.3976282	0.4228113	NaN	1
BM_112	NaN	4	1	1	29	NaN	2181.jpg	2164.jpg	37	34	1	NaN	4	NaN	NaN	0.4954441	0.5286803	NaN	0.5
BM_112	NaN	4	1	1	30	NaN	2229.jpg	1210.jpg	46	45	1	NaN	5	NaN	NaN	0.4302949	0.4365345	NaN	1
BM_112	NaN	4	1	1	31	NaN	1050.jpg	2194.jpg	43	41	1	NaN	5	NaN	NaN	0.440429	0.4693346	NaN	1
BM_112	NaN	4	1	1	32	NaN	2054.jpg	1183.jpg	27	25	1	NaN	3	NaN	NaN	0.6350013	0.6390235	NaN	1
BM_112	NaN	4	1	1	33	NaN	2124.jpg	2248.jpg	19	17	0	NaN	2	NaN	NaN	0.6995326	0.7278455	NaN	1
BM_112	NaN	4	1	1	34	NaN	2094.jpg	2111.jpg	69	70	0	NaN	8	NaN	NaN	0.2849454	0.2745126	NaN	1
BM_112	NaN	4	1	1	35	NaN	1009.jpg	2201.jpg	32	26	0	NaN	3	NaN	NaN	0.5484327	0.6367972	NaN	1
BM_112	NaN	4	1	1	36	NaN	1073.jpg	1060.jpg	48	42	0	NaN	5	NaN	NaN	0.3976282	0.4545591	NaN	1
BM_112	NaN	4	1	1	37	NaN	2043.jpg	1017.jpg	53	54	1	NaN	6	NaN	NaN	0.3656329	0.3627308	NaN	0.5
BM_112	NaN	4	1	1	38	NaN	2089.jpg	1017.jpg	50	54	1	NaN	6	NaN	NaN	0.3842407	0.3627308	NaN	0.5
