subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency
BM_115	NaN	3	1	1	1	NaN	2112.jpg	1220.jpg	65	70	0	NaN	8	NaN	NaN	0.3249566	0.2698136	NaN	0.5
BM_115	NaN	3	1	1	2	NaN	2229.jpg	1173.jpg	59	63	1	NaN	7	NaN	NaN	0.368846	0.3509575	NaN	1
BM_115	NaN	3	1	1	3	NaN	2008.jpg	1216.jpg	14	10	0	NaN	1	NaN	NaN	0.6897645	0.7365798	NaN	0.5
BM_115	NaN	3	1	1	4	NaN	2111.jpg	1173.jpg	64	63	1	NaN	7	NaN	NaN	0.3428758	0.3509575	NaN	1
BM_115	NaN	3	1	1	5	NaN	1130.jpg	1145.jpg	37	33	1	NaN	4	NaN	NaN	0.5186259	0.5325505	NaN	0.5
BM_115	NaN	3	1	1	6	NaN	2054.jpg	2128.jpg	23	24	0	NaN	2	NaN	NaN	0.629828	0.619198	NaN	1
BM_115	NaN	3	1	1	7	NaN	1191.jpg	1073.jpg	52	55	0	NaN	6	NaN	NaN	0.4139273	0.4042871	NaN	1
BM_115	NaN	3	1	1	8	NaN	2194.jpg	2155.jpg	57	58	0	NaN	7	NaN	NaN	0.3788849	0.3787328	NaN	1
BM_115	NaN	3	1	1	9	NaN	1027.jpg	1207.jpg	42	48	0	NaN	5	NaN	NaN	0.4837594	0.4471678	NaN	0.5
BM_115	NaN	3	1	1	10	NaN	1019.jpg	2015.jpg	67	69	1	NaN	8	NaN	NaN	0.3069616	0.2870325	NaN	0.5
BM_115	NaN	3	1	1	11	NaN	1114.jpg	2212.jpg	9	13	0	NaN	1	NaN	NaN	0.7500334	0.7063355	NaN	0.5
BM_115	NaN	3	1	1	12	NaN	1210.jpg	1255.jpg	36	34	0	NaN	4	NaN	NaN	0.5192354	0.5290013	NaN	0.5
BM_115	NaN	3	1	1	13	NaN	1130.jpg	1192.jpg	37	39	1	NaN	4	NaN	NaN	0.5186259	0.5130299	NaN	0.5
BM_115	NaN	3	1	1	14	NaN	1013.jpg	2015.jpg	71	69	1	NaN	8	NaN	NaN	0.2623787	0.2870325	NaN	0.5
BM_115	NaN	3	1	1	15	NaN	2112.jpg	1019.jpg	65	67	0	NaN	8	NaN	NaN	0.3249566	0.3069616	NaN	0.5
BM_115	NaN	3	1	1	16	NaN	1182.jpg	2155.jpg	60	58	0	NaN	7	NaN	NaN	0.3672805	0.3787328	NaN	1
BM_115	NaN	3	1	1	17	NaN	2149.jpg	2016.jpg	20	19	1	NaN	2	NaN	NaN	0.6360258	0.647947	NaN	1
BM_115	NaN	3	1	1	18	NaN	1114.jpg	2249.jpg	9	16	0	NaN	1	NaN	NaN	0.7500334	0.679752	NaN	0.5
BM_115	NaN	3	1	1	19	NaN	2164.jpg	2153.jpg	21	22	1	NaN	2	NaN	NaN	0.6345086	0.6303748	NaN	1
BM_115	NaN	3	1	1	20	NaN	2209.jpg	1246.jpg	35	38	1	NaN	4	NaN	NaN	0.5198318	0.5146917	NaN	0.5
BM_115	NaN	3	1	1	21	NaN	2212.jpg	2008.jpg	13	14	1	NaN	1	NaN	NaN	0.7063355	0.6897645	NaN	0.5
BM_115	NaN	3	1	1	22	NaN	2010.jpg	2181.jpg	27	25	1	NaN	3	NaN	NaN	0.578645	0.6172828	NaN	1
BM_115	NaN	3	1	1	23	NaN	1035.jpg	2217.jpg	30	28	1	NaN	3	NaN	NaN	0.5720793	0.574738	NaN	1
BM_115	NaN	3	1	1	24	NaN	2058.jpg	1027.jpg	45	42	1	NaN	5	NaN	NaN	0.4577427	0.4837594	NaN	0.5
BM_115	NaN	3	1	1	25	NaN	1017.jpg	1183.jpg	44	43	1	NaN	5	NaN	NaN	0.4664047	0.4778877	NaN	0.5
BM_115	NaN	3	1	1	26	NaN	2043.jpg	1191.jpg	50	52	1	NaN	6	NaN	NaN	0.4311763	0.4139273	NaN	1
BM_115	NaN	3	1	1	27	NaN	2240.jpg	1031.jpg	51	49	1	NaN	6	NaN	NaN	0.425072	0.4460224	NaN	1
BM_115	NaN	3	1	1	28	NaN	2045.jpg	2043.jpg	56	50	0	NaN	6	NaN	NaN	0.3813729	0.4311763	NaN	1
BM_115	NaN	3	1	1	29	NaN	1007.jpg	1019.jpg	68	67	0	NaN	8	NaN	NaN	0.2909139	0.3069616	NaN	0.5
BM_115	NaN	3	1	1	30	NaN	2112.jpg	2201.jpg	65	66	0	NaN	8	NaN	NaN	0.3249566	0.3091346	NaN	0.5
BM_115	NaN	3	1	1	31	NaN	1027.jpg	1115.jpg	42	41	0	NaN	5	NaN	NaN	0.4837594	0.5026226	NaN	0.5
BM_115	NaN	3	1	1	32	NaN	1173.jpg	2039.jpg	63	61	0	NaN	7	NaN	NaN	0.3509575	0.3631378	NaN	1
BM_115	NaN	3	1	1	33	NaN	1145.jpg	1262.jpg	33	40	0	NaN	4	NaN	NaN	0.5325505	0.5074651	NaN	0.5
BM_115	NaN	3	1	1	34	NaN	2054.jpg	2149.jpg	23	20	0	NaN	2	NaN	NaN	0.629828	0.6360258	NaN	1
BM_115	NaN	3	1	1	35	NaN	2181.jpg	1144.jpg	25	26	0	NaN	3	NaN	NaN	0.6172828	0.6160955	NaN	1
BM_115	NaN	3	1	1	36	NaN	2149.jpg	2248.jpg	20	18	1	NaN	2	NaN	NaN	0.6360258	0.6492254	NaN	1
BM_115	NaN	3	1	1	37	NaN	1115.jpg	1254.jpg	41	47	1	NaN	5	NaN	NaN	0.5026226	0.4493908	NaN	0.5
BM_115	NaN	3	1	1	38	NaN	1144.jpg	1146.jpg	26	32	1	NaN	3	NaN	NaN	0.6160955	0.5330834	NaN	1
BM_115	NaN	3	1	1	39	NaN	2053.jpg	2008.jpg	11	14	1	NaN	1	NaN	NaN	0.7353664	0.6897645	NaN	0.5
BM_115	NaN	3	1	1	40	NaN	1207.jpg	1183.jpg	48	43	1	NaN	5	NaN	NaN	0.4471678	0.4778877	NaN	0.5
BM_115	NaN	3	1	1	41	NaN	2218.jpg	2154.jpg	31	29	1	NaN	3	NaN	NaN	0.5654974	0.5727489	NaN	1
BM_115	NaN	3	1	1	42	NaN	1028.jpg	2053.jpg	12	11	0	NaN	1	NaN	NaN	0.7265728	0.7353664	NaN	0.5
BM_115	NaN	3	1	1	43	NaN	2094.jpg	2053.jpg	15	11	0	NaN	1	NaN	NaN	0.6819686	0.7353664	NaN	0.5
BM_115	NaN	3	1	1	44	NaN	2164.jpg	2248.jpg	21	18	1	NaN	2	NaN	NaN	0.6345086	0.6492254	NaN	1
BM_115	NaN	3	1	1	45	NaN	1031.jpg	2043.jpg	49	50	0	NaN	6	NaN	NaN	0.4460224	0.4311763	NaN	1
BM_115	NaN	3	1	1	46	NaN	1144.jpg	2217.jpg	26	28	1	NaN	3	NaN	NaN	0.6160955	0.574738	NaN	1
BM_115	NaN	3	1	1	47	NaN	1007.jpg	2201.jpg	68	66	0	NaN	8	NaN	NaN	0.2909139	0.3091346	NaN	0.5
BM_115	NaN	3	1	1	48	NaN	1182.jpg	2111.jpg	60	64	0	NaN	7	NaN	NaN	0.3672805	0.3428758	NaN	1
BM_115	NaN	3	1	1	49	NaN	2164.jpg	2054.jpg	21	23	1	NaN	2	NaN	NaN	0.6345086	0.629828	NaN	1
BM_115	NaN	3	1	1	50	NaN	1254.jpg	1207.jpg	47	48	0	NaN	5	NaN	NaN	0.4493908	0.4471678	NaN	0.5
BM_115	NaN	3	1	1	51	NaN	2010.jpg	1146.jpg	27	32	1	NaN	3	NaN	NaN	0.578645	0.5330834	NaN	1
BM_115	NaN	3	1	1	52	NaN	1035.jpg	2154.jpg	30	29	1	NaN	3	NaN	NaN	0.5720793	0.5727489	NaN	1
BM_115	NaN	3	1	1	53	NaN	2229.jpg	1009.jpg	59	62	1	NaN	7	NaN	NaN	0.368846	0.3518444	NaN	1
BM_115	NaN	3	1	1	54	NaN	1028.jpg	2212.jpg	12	13	0	NaN	1	NaN	NaN	0.7265728	0.7063355	NaN	0.5
BM_115	NaN	3	1	1	55	NaN	1202.jpg	2248.jpg	17	18	1	NaN	2	NaN	NaN	0.678532	0.6492254	NaN	1
BM_115	NaN	3	1	1	56	NaN	1228.jpg	1115.jpg	46	41	0	NaN	5	NaN	NaN	0.4511841	0.5026226	NaN	0.5
BM_115	NaN	3	1	1	57	NaN	1262.jpg	1210.jpg	40	36	1	NaN	4	NaN	NaN	0.5074651	0.5192354	NaN	0.5
BM_115	NaN	3	1	1	58	NaN	1009.jpg	2155.jpg	62	58	0	NaN	7	NaN	NaN	0.3518444	0.3787328	NaN	1
BM_115	NaN	3	1	1	59	NaN	1210.jpg	2209.jpg	36	35	0	NaN	4	NaN	NaN	0.5192354	0.5198318	NaN	0.5
BM_115	NaN	3	1	1	60	NaN	2240.jpg	2024.jpg	51	53	1	NaN	6	NaN	NaN	0.425072	0.4088243	NaN	1
BM_115	NaN	3	1	1	61	NaN	1007.jpg	1220.jpg	68	70	0	NaN	8	NaN	NaN	0.2909139	0.2698136	NaN	0.5
BM_115	NaN	3	1	1	62	NaN	1031.jpg	1052.jpg	49	54	0	NaN	6	NaN	NaN	0.4460224	0.4047506	NaN	1
BM_115	NaN	3	1	1	63	NaN	2045.jpg	1052.jpg	56	54	0	NaN	6	NaN	NaN	0.3813729	0.4047506	NaN	1
BM_115	NaN	3	1	1	64	NaN	1262.jpg	1246.jpg	40	38	1	NaN	4	NaN	NaN	0.5074651	0.5146917	NaN	0.5
