subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	FixationTime	Contingency	PlannedOnset	onset	duration
BM_110	0	2	1	1	1	4.00450091098901	1060.jpg	1246.jpg	44	43	0	i	5	1	1108.23077207897	0.4364025	0.455356	5.13915354304481	0.5	4	4.00450091098901	1.1346526320558
BM_110	0	2	1	1	2	11.1959678690182	2248.jpg	2218.jpg	24	22	0	u	2	0	1116.74243595917	0.6576391	0.6826631	12.3305298190098	0.5	11.2	11.1959678690182	1.13456194999162
BM_110	0	2	1	1	3	15.8011308800196	1210.jpg	1204.jpg	56	55	0	u	6	0	1063.59077699017	0.3454156	0.3463711	16.8856408220017	1	15.8	15.8011308800196	1.08450994198211
BM_110	0	2	1	1	4	19.1047139649745	1228.jpg	1226.jpg	61	59	1	u	7	1	864.006796036847	0.3385726	0.3433428	19.9890601700172	1	19.1	19.1047139649745	0.884346205042675
BM_110	0	2	1	1	5	24.7944747860311	1115.jpg	1191.jpg	71	72	0	i	8	1	1094.27374403458	0.2229832	0.221607	25.9124422169989	0.5	24.8	24.7944747860311	1.11796743096784
BM_110	0	2	1	1	6	27.7978845919715	1127.jpg	1183.jpg	47	45	1	i	5	0	1290.82798608579	0.4272478	0.4323388	29.0993639499648	0.5	27.8	27.7978845919715	1.30147935799323
BM_110	0	2	1	1	7	31.1016440710519	1228.jpg	1019.jpg	61	58	1	u	7	1	1123.08760394808	0.3385726	0.3447206	32.2361665660283	1	31.1	31.1016440710519	1.13452249497641
BM_110	0	2	1	1	8	35.4063861559844	2006.jpg	2125.jpg	9	14	1	u	1	1	746.343868086115	0.8129139	0.7743495	36.1739429410081	1	35.4	35.4063861559844	0.767556785023771
BM_110	0	2	1	1	9	38.6932273460552	1031.jpg	1182.jpg	49	50	0	u	6	0	1179.50501991436	0.4174695	0.4084502	39.8947346130153	1	38.7	38.6932273460552	1.20150726696011
BM_110	0	2	1	1	10	42.2974852210609	1027.jpg	1210.jpg	51	56	1	i	6	0	1215.24621394929	0.3977413	0.3454156	43.5321696350584	1	42.3	42.2974852210609	1.23468441399746
BM_110	0	2	1	1	11	53.2929412280209	1019.jpg	1207.jpg	58	57	0	u	7	0	1155.79033002723	0.3447206	0.3447552	54.4612011130666	1	53.3	53.2929412280209	1.1682598850457
BM_110	0	2	1	1	12	56.8971896209987	2015.jpg	2058.jpg	33	37	1	u	4	1	983.647337066941	0.5522638	0.5344989	57.8983745360747	1	56.9	56.8971896209987	1.00118491507601
BM_110	0	2	1	1	13	62.3033194610616	1050.jpg	1246.jpg	41	43	0	i	5	1	1081.41343295574	0.4628561	0.455356	63.4045638120733	0.5	62.3	62.3033194610616	1.1012443510117
BM_110	0	2	1	1	14	67.008566500037	1009.jpg	1145.jpg	60	62	1	u	7	1	1160.16533900984	0.339775	0.3293505	68.1762479980243	1	67	67.008566500037	1.16768149798736
BM_110	0	2	1	1	15	70.0953771000495	2041.jpg	1050.jpg	42	41	1	u	5	1	1081.35462994687	0.4565016	0.4628561	71.1966796170454	0.5	70.1	70.0953771000495	1.10130251699593
BM_110	0	2	1	1	16	75.7016545250081	1007.jpg	1254.jpg	32	27	1	i	3	0	1171.07733397279	0.553199	0.6101215	76.8863881110447	0.5	75.7	75.7016545250081	1.1847335860366
BM_110	0	2	1	1	17	78.7050476509612	1019.jpg	1009.jpg	58	60	0	i	7	1	863.683849107474	0.3447206	0.339775	79.5893414829625	1	78.7	78.7050476509612	0.884293832001276
BM_110	0	2	1	1	18	85.2958557560341	1254.jpg	2240.jpg	27	28	0	u	3	0	1112.87429300137	0.6101215	0.5951393	86.4303579940461	0.5	85.3	85.2958557560341	1.13450223801192
BM_110	0	2	1	1	19	90.802034102031	1216.jpg	2164.jpg	48	46	0	u	5	0	998.676626011729	0.4175814	0.4282461	91.8197670939844	0.5	90.8	90.802034102031	1.01773299195338
BM_110	0	2	1	1	20	95.6074073050404	1216.jpg	1246.jpg	48	43	0	i	5	1	1241.32570798974	0.4175814	0.455356	96.8588009990053	0.5	95.6	95.6074073050404	1.25139369396493
BM_110	0	2	1	1	21	100.195856624981	2149.jpg	2053.jpg	29	30	1	x	3	999	999000	0.5720596	0.5661085	101.714201711002	0.5	100.2	100.195856624981	1.51834508602042
BM_110	0	2	1	1	22	104.801018206985	2015.jpg	2209.jpg	33	34	1	u	4	1	895.707241026685	0.5522638	0.5522582	105.71871844097	1	104.8	104.801018206985	0.91770023398567
BM_110	0	2	1	1	23	108.605312217027	2063.jpg	2125.jpg	13	14	1	u	1	1	1067.41981802043	0.7863434	0.7743495	109.689858220983	1	108.6	108.605312217027	1.08454600395635
BM_110	0	2	1	1	24	113.093439146061	2201.jpg	2124.jpg	21	19	0	i	2	1	795.292150927708	0.6845582	0.6921575	113.911236047046	0.5	113.1	113.093439146061	0.817796900984831
BM_110	0	2	1	1	25	121.202820106992	1114.jpg	2015.jpg	40	33	0	i	4	1	693.913278984837	0.4809356	0.5522638	121.920226467075	1	121.2	121.202820106992	0.71740636008326
BM_110	0	2	1	1	26	124.907026931061	2221.jpg	1035.jpg	65	69	0	i	8	1	1133.69751290884	0.2992183	0.2396413	126.058195880032	0.5	124.9	124.907026931061	1.15116894897074
BM_110	0	2	1	1	27	128.99488971103	1052.jpg	2209.jpg	38	34	1	i	4	0	1109.82116393279	0.5310364	0.5522582	130.112455883995	1	129	128.99488971103	1.11756617296487
BM_110	0	2	1	1	28	133.600076438044	2039.jpg	2125.jpg	12	14	1	u	1	1	1000.70391292684	0.7933671	0.7743495	134.617815818987	1	133.6	133.600076438044	1.01773938094266
BM_110	0	2	1	1	29	140.707996929996	2221.jpg	2045.jpg	65	67	0	i	8	1	1052.7355580125	0.2992183	0.2730417	141.77586048306	0.5	140.7	140.707996929996	1.06786355306394
