subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_40_123	 1	 BisliGrill.bmp	 4	 12	 1	 1	 1	 1	 0	 1.224340e-02	 i	 6.470411e+00	 
BMI_bs_40_123	 1	 Loacker.bmp	 18	 5	 2	 1	 1	 0	 0	 8.038204e+00	 i	 1.108449e+00	 
BMI_bs_40_123	 1	 Cheetos.bmp	 7	 44	 3	 1	 1	 1	 1	 1.070783e+01	 u	 1.782825e+00	 
BMI_bs_40_123	 1	 DoritosNatural.bmp	 10	 17	 4	 1	 1	 0	 0	 1.404486e+01	 i	 2.605803e+00	 
BMI_bs_40_123	 1	 Mars.bmp	 19	 8	 5	 1	 1	 0	 0	 1.819957e+01	 i	 5.651082e+00	 
BMI_bs_40_123	 1	 Smarties.bmp	 23	 11	 6	 1	 1	 0	 0	 2.540763e+01	 i	 1.059033e+00	 
BMI_bs_40_123	 1	 Twix.bmp	 28	 16	 7	 1	 1	 0	 0	 2.801055e+01	 i	 1.792099e+00	 
BMI_bs_40_123	 1	 KifkefMaklot2.bmp	 16	 9	 8	 1	 1	 0	 0	 3.134759e+01	 i	 1.143068e+00	 
BMI_bs_40_123	 1	 GumiSnakes3.bmp	 13	 55	 9	 1	 1	 0	 0	 3.403371e+01	 i	 1.656949e+00	 
BMI_bs_40_123	 1	 TapuchipsCrunch2.bmp	 54	 0	 10	 0	 1	 0	 0	 3.723758e+01	 i	 1.645072e+00	 
BMI_bs_40_123	 1	 KashitSour.bmp	 15	 47	 11	 1	 1	 1	 1	 4.044113e+01	 u	 1.617519e+00	 
BMI_bs_40_123	 1	 Hit.bmp	 14	 43	 12	 1	 1	 0	 0	 4.361140e+01	 i	 1.135268e+00	 
BMI_bs_40_123	 1	 MnM2.bmp	 50	 0	 13	 0	 1	 0	 0	 4.629771e+01	 i	 1.104988e+00	 
BMI_bs_40_123	 1	 Popco.bmp	 21	 48	 14	 1	 1	 0	 0	 4.895063e+01	 i	 6.140017e+00	 
BMI_bs_40_123	 1	 PesekZman.bmp	 20	 10	 15	 1	 1	 1	 1	 5.664270e+01	 u	 3.623954e+00	 
BMI_bs_40_123	 1	 BagaleShtuhim.bmp	 2	 14	 16	 1	 1	 0	 0	 6.181518e+01	 i	 1.291503e+00	 
BMI_bs_40_123	 1	 DoritosSourSpicy.bmp	 11	 13	 17	 1	 1	 1	 1	 6.465165e+01	 u	 1.127010e+00	 
BMI_bs_40_123	 1	 Tictac.bmp	 25	 52	 18	 1	 1	 1	 1	 6.732131e+01	 u	 9.293470e-01	 
BMI_bs_40_123	 1	 Twist.bmp	 27	 49	 19	 1	 1	 0	 0	 6.980747e+01	 i	 1.203180e+00	 
BMI_bs_40_123	 1	 TapuchipsCrunch.bmp	 24	 6	 20	 1	 1	 0	 0	 7.256058e+01	 i	 4.346081e+00	 
BMI_bs_40_123	 1	 Bounty.bmp	 6	 18	 21	 1	 1	 1	 1	 7.845040e+01	 u	 2.560295e+00	 
BMI_bs_40_123	 1	 Egozi.bmp	 12	 15	 22	 1	 1	 1	 1	 8.255511e+01	 u	 7.511542e+00	 
BMI_bs_40_123	 1	 Shugi.bmp	 22	 45	 23	 1	 1	 1	 0	 9.161525e+01	 i	 2.995398e+00	 
BMI_bs_40_123	 1	 Tortit.bmp	 26	 51	 24	 1	 1	 0	 0	 9.615363e+01	 i	 7.610410e-01	 
BMI_bs_40_123	 1	 Hispusim.bmp	 43	 0	 25	 0	 1	 0	 0	 9.847295e+01	 i	 3.017738e+00	 
BMI_bs_40_123	 1	 KinderBuenoWhite2.bmp	 17	 7	 26	 1	 1	 1	 1	 1.030445e+02	 u	 1.190152e+00	 
BMI_bs_40_123	 1	 DoritosGrill.bmp	 9	 50	 27	 1	 1	 1	 1	 1.057813e+02	 u	 1.253363e+00	 
BMI_bs_40_123	 1	 BisliPizza3.bmp	 5	 46	 28	 1	 1	 0	 0	 1.085843e+02	 i	 1.130371e+00	 
BMI_bs_40_123	 1	 CrunchShokoVanil.bmp	 8	 56	 29	 1	 1	 0	 0	 1.112706e+02	 i	 1.068079e+00	 
BMI_bs_40_123	 1	 BambaNugat.bmp	 3	 54	 30	 1	 1	 0	 0	 1.138902e+02	 i	 1.528417e+00	 
BMI_bs_40_123	 1	 BabyDoll.bmp	 1	 53	 31	 1	 1	 1	 1	 1.169770e+02	 u	 2.809625e+00	 
