subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_40_109	 1	 Hispusim.bmp	 43	 0	 1	 0	 1	 0	 0	 1.348228e-02	 i	 2.281675e+00	 
BMI_bs_40_109	 1	 BisliOnion.bmp	 6	 9	 2	 1	 1	 0	 1	 3.851169e+00	 u	 6.758104e+00	 
BMI_bs_40_109	 1	 DoritosGrill.bmp	 14	 45	 3	 1	 1	 1	 1	 1.216052e+01	 u	 8.001213e-01	 
BMI_bs_40_109	 1	 Apropo.bmp	 1	 11	 4	 1	 1	 0	 0	 1.451303e+01	 i	 1.057764e+00	 
BMI_bs_40_109	 1	 Smarties.bmp	 27	 48	 5	 1	 1	 0	 0	 1.711603e+01	 i	 8.736128e-01	 
BMI_bs_40_109	 1	 ClickBisquit2.bmp	 10	 18	 6	 1	 1	 1	 1	 1.953537e+01	 u	 1.750637e+00	 
BMI_bs_40_109	 1	 Kifkef.bmp	 44	 0	 7	 0	 1	 0	 0	 2.283913e+01	 i	 3.082156e+00	 
BMI_bs_40_109	 1	 GumiWine2.bmp	 19	 16	 8	 1	 1	 0	 0	 2.747759e+01	 i	 1.053796e+00	 
BMI_bs_40_109	 1	 Shugi.bmp	 25	 55	 9	 1	 1	 0	 0	 3.008052e+01	 i	 1.117216e+00	 
BMI_bs_40_109	 1	 DoritosNatural.bmp	 15	 44	 10	 1	 1	 1	 1	 3.275015e+01	 u	 7.764425e-01	 
BMI_bs_40_109	 1	 BambaSweet.bmp	 5	 54	 11	 1	 1	 0	 0	 3.506943e+01	 i	 1.022276e+00	 
BMI_bs_40_109	 1	 DoritosSourSpicy.bmp	 16	 47	 12	 1	 1	 1	 1	 3.763893e+01	 u	 6.016402e-01	 
BMI_bs_40_109	 1	 ClickBalls5.bmp	 9	 14	 13	 1	 1	 0	 0	 3.979145e+01	 i	 2.758069e+00	 
BMI_bs_40_109	 1	 ClickBlackWhite3.bmp	 11	 10	 14	 1	 1	 1	 1	 4.409629e+01	 u	 7.820911e-01	 
BMI_bs_40_109	 1	 ClickXLbrown4.bmp	 12	 5	 15	 1	 1	 0	 0	 4.643221e+01	 i	 9.437530e-01	 
BMI_bs_40_109	 1	 Mentos.bmp	 24	 49	 16	 1	 1	 0	 0	 4.891829e+01	 i	 9.553180e-01	 
BMI_bs_40_109	 1	 ChocolateWhite.bmp	 36	 0	 17	 0	 1	 0	 0	 5.142109e+01	 i	 1.175211e+00	 
BMI_bs_40_109	 1	 KifkefMaklot2.bmp	 20	 7	 18	 1	 1	 1	 1	 5.414078e+01	 u	 1.166817e+00	 
BMI_bs_40_109	 1	 Tortit.bmp	 28	 51	 19	 1	 1	 0	 0	 5.686047e+01	 i	 8.660088e-01	 
BMI_bs_40_109	 1	 CrunchBisquitWhite2.bmp	 13	 6	 20	 1	 1	 0	 0	 5.927994e+01	 i	 2.046697e+00	 
BMI_bs_40_109	 1	 KinderBuenoWhite2.bmp	 21	 12	 21	 1	 1	 1	 1	 6.288387e+01	 u	 1.694179e+00	 
BMI_bs_40_109	 1	 BisliPizza3.bmp	 7	 15	 22	 1	 1	 1	 1	 6.613758e+01	 u	 1.028067e+00	 
BMI_bs_40_109	 1	 BambaNugat.bmp	 4	 43	 23	 1	 1	 0	 0	 6.872386e+01	 i	 8.606882e-01	 
BMI_bs_40_109	 1	 Dubonim.bmp	 17	 17	 24	 1	 1	 0	 0	 7.114324e+01	 i	 1.838917e+00	 
BMI_bs_40_109	 1	 BabyDoll.bmp	 2	 13	 25	 1	 1	 1	 1	 7.453032e+01	 u	 8.932057e-01	 
BMI_bs_40_109	 1	 SkittlesSour4.bmp	 26	 53	 26	 1	 1	 1	 1	 7.698299e+01	 u	 3.469519e+00	 
BMI_bs_40_109	 1	 Mars.bmp	 23	 50	 27	 1	 1	 1	 0	 8.200541e+01	 i	 2.868549e+00	 
BMI_bs_40_109	 1	 ChocolateParaCookies5.bmp	 8	 8	 28	 1	 1	 0	 0	 8.642693e+01	 i	 1.675924e+00	 
BMI_bs_40_109	 1	 BagaleShtuhim.bmp	 3	 46	 29	 1	 1	 0	 0	 8.964733e+01	 i	 9.981297e-01	 
BMI_bs_40_109	 1	 Loacker.bmp	 22	 56	 30	 1	 1	 0	 0	 9.220008e+01	 i	 8.867847e-01	 
BMI_bs_40_109	 1	 Egozi.bmp	 18	 52	 31	 1	 1	 1	 1	 9.463625e+01	 u	 9.370374e-01	 
