subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_40_104	 2	 CheetosSpicey.bmp	 33	 0	 1	 0	 1	 0	 0	 1.217273e-02	 u	 1.689085e+00	 
BMI_bs_40_104	 2	 DoritosNatural.bmp	 10	 43	 2	 1	 1	 1	 1	 3.265746e+00	 i	 8.431166e-01	 
BMI_bs_40_104	 2	 Bamba.bmp	 1	 46	 3	 1	 1	 1	 1	 5.668500e+00	 i	 1.073003e+00	 
BMI_bs_40_104	 2	 Keifli.bmp	 15	 48	 4	 1	 1	 1	 0	 8.288142e+00	 u	 5.909400e-01	 
BMI_bs_40_104	 2	 Loacker.bmp	 19	 11	 5	 1	 1	 1	 0	 1.044041e+01	 u	 1.363786e+00	 
BMI_bs_40_104	 2	 BambaSweet.bmp	 3	 55	 6	 1	 1	 0	 0	 1.336040e+01	 u	 1.402688e+00	 
BMI_bs_40_104	 2	 SkittlesFruits2.bmp	 22	 49	 7	 1	 1	 1	 1	 1.631375e+01	 i	 6.432009e-01	 
BMI_bs_40_104	 2	 Crunch4.bmp	 40	 0	 8	 0	 1	 0	 0	 1.851615e+01	 u	 7.808927e-01	 
BMI_bs_40_104	 2	 GumiWine2.bmp	 14	 52	 9	 1	 1	 0	 1	 2.085213e+01	 i	 1.437591e+00	 
BMI_bs_40_104	 2	 ChocolateParaMarir2.bmp	 6	 47	 10	 1	 1	 0	 0	 2.383881e+01	 u	 6.334664e-01	 
BMI_bs_40_104	 2	 ClickBisquit2.bmp	 7	 13	 11	 1	 1	 0	 1	 2.602465e+01	 i	 6.639859e-01	 
BMI_bs_40_104	 2	 Mentos.bmp	 20	 53	 12	 1	 1	 0	 0	 2.824380e+01	 u	 1.246217e+00	 
BMI_bs_40_104	 2	 Kifkef.bmp	 44	 0	 13	 0	 1	 0	 0	 3.104693e+01	 u	 1.874478e+00	 
BMI_bs_40_104	 2	 Twix.bmp	 27	 18	 14	 1	 1	 0	 1	 3.446729e+01	 i	 2.031789e+00	 
BMI_bs_40_104	 2	 TapuchipsCrunch.bmp	 25	 8	 15	 1	 1	 1	 1	 3.805474e+01	 i	 1.178234e+00	 
BMI_bs_40_104	 2	 CrunchBisquitBrown3.bmp	 9	 7	 16	 1	 1	 0	 0	 4.079114e+01	 u	 1.231947e+00	 
BMI_bs_40_104	 2	 ClickBlackWhite3.bmp	 8	 10	 17	 1	 1	 0	 0	 4.357751e+01	 u	 2.450776e+00	 
BMI_bs_40_104	 2	 BisliGrill.bmp	 4	 56	 18	 1	 1	 0	 0	 4.758202e+01	 u	 1.112653e+00	 
BMI_bs_40_104	 2	 Taami.bmp	 24	 12	 19	 1	 1	 0	 0	 5.025176e+01	 u	 1.795546e+00	 
BMI_bs_40_104	 2	 GumiSnakes3.bmp	 13	 44	 20	 1	 1	 0	 0	 5.360547e+01	 u	 1.693226e+00	 
BMI_bs_40_104	 2	 PesekZman.bmp	 21	 5	 21	 1	 1	 0	 0	 5.684234e+01	 u	 2.371580e+00	 
BMI_bs_40_104	 2	 BambaNugat.bmp	 2	 16	 22	 1	 1	 1	 0	 6.076340e+01	 u	 1.218099e+00	 
BMI_bs_40_104	 2	 Dubonim.bmp	 12	 54	 23	 1	 1	 1	 1	 6.353327e+01	 i	 7.433633e-01	 
BMI_bs_40_104	 2	 KinderBuenoBrown3.bmp	 17	 14	 24	 1	 1	 1	 1	 6.583578e+01	 i	 1.995974e+00	 
BMI_bs_40_104	 2	 Snickers.bmp	 23	 17	 25	 1	 1	 1	 0	 6.938981e+01	 u	 6.808297e-01	 
BMI_bs_40_104	 2	 KifkefMaklot2.bmp	 16	 6	 26	 1	 1	 0	 0	 7.162565e+01	 u	 1.538884e+00	 
BMI_bs_40_104	 2	 Hispusim.bmp	 43	 0	 27	 0	 1	 0	 1	 7.471245e+01	 i	 6.347454e-01	 
BMI_bs_40_104	 2	 DoritosSourSpicy.bmp	 11	 15	 28	 1	 1	 0	 0	 7.689820e+01	 u	 1.531570e+00	 
BMI_bs_40_104	 2	 Tortit.bmp	 26	 50	 29	 1	 1	 0	 1	 7.998477e+01	 i	 1.426382e+00	 
BMI_bs_40_104	 2	 Cheetos.bmp	 5	 51	 30	 1	 1	 1	 1	 8.295495e+01	 i	 1.392585e+00	 
BMI_bs_40_104	 2	 KinderBuenoWhite2.bmp	 18	 9	 31	 1	 1	 1	 0	 8.590830e+01	 u	 5.993357e-01	 
