Trial	StimName	Liking	RT
1	158.jpg	0.444444444444	3890
2	114.jpg	1.62222222222	3581
3	153.jpg	1.08888888889	4846
4	128.jpg	1.0	4797
5	126.jpg	2.24444444444	4431
6	151.jpg	2.17777777778	4932
7	103.jpg	3.77777777778	5249
8	138.jpg	3.0	10788
9	150.jpg	2.48888888889	4880
10	160.jpg	3.64444444444	4819
11	144.jpg	1.42222222222	3044
12	121.jpg	2.86666666667	5847
13	156.jpg	0.644444444444	2630
14	149.jpg	0.688888888889	11470
15	127.jpg	0.777777777778	8401
16	142.jpg	1.93333333333	13659
17	118.jpg	2.86666666667	2609
18	104.jpg	3.44444444444	3098
19	110.jpg	3.26666666667	3197
20	122.jpg	3.2	4046
21	133.jpg	1.97777777778	7649
22	125.jpg	0.644444444444	2379
23	136.jpg	0.466666666667	2916
24	124.jpg	0.955555555556	4180
25	101.jpg	0.644444444444	4348
26	137.jpg	1.0	2892
27	134.jpg	0.333333333333	4262
28	140.jpg	0.844444444444	3200
29	145.jpg	1.02222222222	3627
30	146.jpg	1.15555555556	3164
31	139.jpg	1.2	3679
32	130.jpg	4.13333333333	3814
33	105.jpg	3.31111111111	3177
34	108.jpg	3.46666666667	5433
35	111.jpg	1.35555555556	10986
36	135.jpg	1.35555555556	2262
37	131.jpg	0.6	6716
38	102.jpg	0.755555555556	2995
39	143.jpg	0.8	3413
40	123.jpg	1.86666666667	5447
41	112.jpg	2.24444444444	6602
42	154.jpg	0.688888888889	9869
43	119.jpg	0.288888888889	3147
44	129.jpg	0.488888888889	2227
45	132.jpg	0.555555555556	6447
46	109.jpg	3.8	10038
47	116.jpg	0.422222222222	3448
48	107.jpg	1.82222222222	5212
49	152.jpg	1.66666666667	7650
50	141.jpg	1.62222222222	6067
51	147.jpg	1.24444444444	2881
52	155.jpg	0.555555555556	5695
53	120.jpg	3.53333333333	10671
54	157.jpg	0.511111111111	4148
55	117.jpg	2.88888888889	7636
56	159.jpg	1.53333333333	8719
57	106.jpg	2.04444444444	8016
58	148.jpg	0.2	2014
59	115.jpg	0.333333333333	2775
60	113.jpg	0.2	3500
