subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_40_120	 2	 Snickers.bmp	 24	 9	 1	 1	 1	 1	 1	 1.440078e-02	 i	 1.913883e+00	 
BMI_bs_40_120	 2	 Hit.bmp	 15	 17	 2	 1	 1	 1	 1	 3.484904e+00	 i	 2.356081e+00	 
BMI_bs_40_120	 2	 Tictac.bmp	 26	 56	 3	 1	 1	 0	 0	 7.389260e+00	 u	 8.643509e-01	 
BMI_bs_40_120	 2	 BisliOnion.bmp	 4	 52	 4	 1	 1	 0	 0	 9.808727e+00	 u	 1.407520e+00	 
BMI_bs_40_120	 2	 GumiWine2.bmp	 13	 54	 5	 1	 1	 1	 1	 1.276198e+01	 i	 1.041879e+00	 
BMI_bs_40_120	 2	 BisliPizza3.bmp	 5	 46	 6	 1	 1	 1	 1	 1.534823e+01	 i	 1.155751e+00	 
BMI_bs_40_120	 2	 WerthersOriginal.bmp	 28	 14	 7	 1	 1	 1	 1	 1.805131e+01	 i	 1.065297e+00	 
BMI_bs_40_120	 2	 Twist.bmp	 27	 45	 8	 1	 1	 0	 0	 2.067086e+01	 u	 1.358363e+00	 
BMI_bs_40_120	 2	 BambaSweet.bmp	 3	 50	 9	 1	 1	 0	 0	 2.357387e+01	 u	 3.443125e+00	 
BMI_bs_40_120	 2	 SkittlesFruits2.bmp	 21	 44	 10	 1	 1	 0	 0	 2.856307e+01	 u	 1.229043e+00	 
BMI_bs_40_120	 2	 KinderBuenoBrown3.bmp	 18	 13	 11	 1	 1	 0	 0	 3.134949e+01	 u	 1.742761e+00	 
BMI_bs_40_120	 2	 Smarties.bmp	 23	 5	 12	 1	 1	 0	 0	 3.463653e+01	 u	 8.808509e-01	 
BMI_bs_40_120	 2	 SkittlesSour4.bmp	 22	 48	 13	 1	 1	 1	 1	 3.707273e+01	 i	 8.448037e-01	 
BMI_bs_40_120	 2	 ChocolateParaMilk3.bmp	 6	 6	 14	 1	 1	 0	 0	 3.947529e+01	 u	 1.404827e+00	 
BMI_bs_40_120	 2	 Halva2.bmp	 14	 51	 15	 1	 1	 1	 1	 4.242864e+01	 i	 7.890823e-01	 
BMI_bs_40_120	 2	 ClickBisquit2.bmp	 7	 16	 16	 1	 1	 1	 1	 4.476466e+01	 i	 2.915784e+00	 
BMI_bs_40_120	 2	 Apropo.bmp	 1	 15	 17	 1	 1	 0	 0	 4.923627e+01	 u	 1.194259e+00	 
BMI_bs_40_120	 2	 Tapuchips.bmp	 25	 10	 18	 1	 1	 0	 0	 5.198931e+01	 u	 1.578870e+00	 
BMI_bs_40_120	 2	 Keifli.bmp	 17	 47	 19	 1	 1	 0	 0	 5.512624e+01	 u	 1.029553e+00	 
BMI_bs_40_120	 2	 CrunchBisquitBrown3.bmp	 10	 12	 20	 1	 1	 0	 0	 5.771253e+01	 u	 1.818420e+00	 
BMI_bs_40_120	 2	 ClickBlackWhite3.bmp	 8	 7	 21	 1	 1	 0	 0	 6.108292e+01	 u	 1.098157e+00	 
BMI_bs_40_120	 2	 DoritosNatural.bmp	 12	 55	 22	 1	 1	 0	 0	 6.373578e+01	 u	 1.107955e+00	 
BMI_bs_40_120	 2	 Popco.bmp	 20	 53	 23	 1	 1	 0	 0	 6.638879e+01	 u	 1.480066e+00	 
BMI_bs_40_120	 2	 BagaleShtuhim.bmp	 2	 18	 24	 1	 1	 0	 0	 6.942557e+01	 u	 1.043420e+00	 
BMI_bs_40_120	 2	 CrunchBisquitWhite2.bmp	 11	 43	 25	 1	 1	 1	 1	 7.201197e+01	 i	 6.196002e-01	 
BMI_bs_40_120	 2	 Loacker.bmp	 19	 8	 26	 1	 1	 1	 1	 7.418090e+01	 i	 1.325787e+00	 
BMI_bs_40_120	 2	 KashitSour.bmp	 16	 49	 27	 1	 1	 1	 1	 7.705077e+01	 i	 1.431089e+00	 
BMI_bs_40_120	 2	 ClickXLbrown4.bmp	 9	 11	 28	 1	 1	 1	 0	 8.003748e+01	 u	 1.982060e+00	 
