subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_40_119	 1	 DoritosSourSpicy.bmp	 12	 15	 1	 1	 1	 1	 1	 1.476132e-02	 u	 2.613230e+00	 
BMI_bs_40_119	 1	 Mentos.bmp	 19	 54	 2	 1	 1	 0	 0	 4.186101e+00	 i	 1.117023e+00	 
BMI_bs_40_119	 1	 BisliPizza3.bmp	 4	 44	 3	 1	 1	 1	 1	 6.855781e+00	 u	 1.972523e+00	 
BMI_bs_40_119	 1	 Taami.bmp	 24	 12	 4	 1	 1	 1	 1	 1.037643e+01	 u	 7.769541e-01	 
BMI_bs_40_119	 1	 ClickBlackWhite3.bmp	 8	 17	 5	 1	 1	 0	 0	 1.271233e+01	 i	 9.037046e-01	 
BMI_bs_40_119	 1	 WerthersOriginal.bmp	 28	 56	 6	 1	 1	 0	 0	 1.516503e+01	 i	 7.010901e-01	 
BMI_bs_40_119	 1	 Popco.bmp	 20	 5	 7	 1	 1	 0	 0	 1.741762e+01	 i	 7.861087e-01	 
BMI_bs_40_119	 1	 BambaNugat.bmp	 2	 11	 8	 1	 1	 0	 0	 1.975358e+01	 i	 1.200278e+00	 
BMI_bs_40_119	 1	 KinderBuenoBrown3.bmp	 16	 9	 9	 1	 1	 0	 0	 2.250668e+01	 i	 8.973066e-01	 
BMI_bs_40_119	 1	 ClickXLwhite4.bmp	 9	 6	 10	 1	 1	 0	 0	 2.495938e+01	 i	 1.007183e+00	 
BMI_bs_40_119	 1	 Halva2.bmp	 13	 53	 11	 1	 1	 1	 1	 2.751229e+01	 u	 1.141928e+00	 
BMI_bs_40_119	 1	 Smarties.bmp	 22	 13	 12	 1	 1	 1	 1	 3.021527e+01	 u	 1.114077e+00	 
BMI_bs_40_119	 1	 Twist.bmp	 26	 51	 13	 1	 1	 0	 0	 3.288488e+01	 i	 6.945899e-01	 
BMI_bs_40_119	 1	 Twix.bmp	 27	 8	 14	 1	 1	 0	 0	 3.513746e+01	 i	 1.804612e+00	 
BMI_bs_40_119	 1	 Hispusim.bmp	 43	 0	 15	 0	 1	 0	 0	 3.849126e+01	 i	 6.759189e-01	 
BMI_bs_40_119	 1	 Loacker.bmp	 18	 7	 16	 1	 1	 1	 1	 4.071029e+01	 u	 1.557043e+00	 
BMI_bs_40_119	 1	 KinderJoy.bmp	 17	 50	 17	 1	 1	 1	 1	 4.381384e+01	 u	 7.535996e-01	 
BMI_bs_40_119	 1	 Hit.bmp	 15	 43	 18	 1	 1	 0	 0	 4.611643e+01	 i	 8.886174e-01	 
BMI_bs_40_119	 1	 BabyDoll.bmp	 1	 52	 19	 1	 1	 1	 0	 4.855253e+01	 i	 6.526118e-01	 
BMI_bs_40_119	 1	 ChocolateParaMilk3.bmp	 6	 45	 20	 1	 1	 1	 1	 5.075501e+01	 u	 6.877652e-01	 
BMI_bs_40_119	 1	 CrunchShokoVanil.bmp	 11	 46	 21	 1	 1	 0	 0	 5.299083e+01	 i	 1.514578e+00	 
BMI_bs_40_119	 1	 Shugi.bmp	 21	 49	 22	 1	 1	 0	 0	 5.606093e+01	 i	 9.820889e-01	 
BMI_bs_40_119	 1	 Tictac.bmp	 25	 55	 23	 1	 1	 0	 0	 5.859707e+01	 i	 6.960496e-01	 
BMI_bs_40_119	 1	 BisliOnion.bmp	 3	 18	 24	 1	 1	 1	 1	 6.084961e+01	 u	 1.018633e+00	 
BMI_bs_40_119	 1	 HappyHippo.bmp	 14	 47	 25	 1	 1	 1	 1	 6.341914e+01	 u	 1.436754e+00	 
BMI_bs_40_119	 1	 ClickBisquit2.bmp	 7	 14	 26	 1	 1	 0	 0	 6.640582e+01	 i	 1.462683e+00	 
BMI_bs_40_119	 1	 CrunchBisquitWhite2.bmp	 10	 10	 27	 1	 1	 1	 1	 6.942591e+01	 u	 8.552250e-01	 
BMI_bs_40_119	 1	 Bounty.bmp	 5	 48	 28	 1	 1	 0	 0	 7.182866e+01	 i	 7.525906e-01	 
BMI_bs_40_119	 1	 Snickers.bmp	 23	 16	 29	 1	 1	 0	 0	 7.413122e+01	 i	 8.126330e-01	 
