subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_40_122	 2	 Mars.bmp	 20	 45	 1	 1	 1	 0	 0	 1.399102e-02	 u	 1.549643e+00	 
BMI_bs_40_122	 2	 ClickBisquit2.bmp	 8	 11	 2	 1	 1	 1	 1	 3.117611e+00	 i	 6.336394e-01	 
BMI_bs_40_122	 2	 Hispusim.bmp	 43	 0	 3	 0	 1	 0	 0	 5.303225e+00	 u	 6.106350e-01	 
BMI_bs_40_122	 2	 KinderBuenoWhite2.bmp	 18	 12	 4	 1	 1	 0	 0	 7.455717e+00	 u	 1.170759e+00	 
BMI_bs_40_122	 2	 Bounty.bmp	 4	 16	 5	 1	 1	 1	 0	 1.017542e+01	 u	 1.001233e+00	 
BMI_bs_40_122	 2	 Twist.bmp	 27	 52	 6	 1	 1	 0	 1	 1.272822e+01	 i	 5.234830e-01	 
BMI_bs_40_122	 2	 CrunchBisquitWhite2.bmp	 10	 6	 7	 1	 1	 0	 1	 1.479728e+01	 i	 5.670387e-01	 
BMI_bs_40_122	 2	 ChocolateParaSucariotKoftzot2.bmp	 6	 5	 8	 1	 1	 0	 0	 1.691629e+01	 u	 2.610706e+00	 
BMI_bs_40_122	 2	 GumiWine2.bmp	 12	 50	 9	 1	 1	 0	 0	 2.107102e+01	 u	 1.318621e+00	 
BMI_bs_40_122	 2	 WerthersOriginal.bmp	 28	 47	 10	 1	 1	 0	 0	 2.394080e+01	 u	 9.239610e-01	 
BMI_bs_40_122	 2	 Shugi.bmp	 22	 46	 11	 1	 1	 1	 1	 2.641023e+01	 i	 6.421127e-01	 
BMI_bs_40_122	 2	 KifkefMaklot2.bmp	 16	 54	 12	 1	 1	 1	 1	 2.859602e+01	 i	 1.631486e+00	 
BMI_bs_40_122	 2	 ClickBlackWhite3.bmp	 9	 15	 13	 1	 1	 0	 1	 3.178292e+01	 i	 1.107257e+00	 
BMI_bs_40_122	 2	 Smarties.bmp	 25	 18	 14	 1	 1	 0	 0	 3.443596e+01	 u	 6.792539e-01	 
BMI_bs_40_122	 2	 Bamba.bmp	 2	 56	 15	 1	 1	 0	 1	 3.667176e+01	 i	 1.593624e+00	 
BMI_bs_40_122	 2	 Keifli.bmp	 15	 53	 16	 1	 1	 0	 0	 3.980861e+01	 u	 1.119371e+00	 
BMI_bs_40_122	 2	 SkittlesSour4.bmp	 24	 13	 17	 1	 1	 0	 0	 4.247847e+01	 u	 1.037118e+00	 
BMI_bs_40_122	 2	 Hit.bmp	 14	 51	 18	 1	 1	 1	 0	 4.506461e+01	 u	 1.163658e+00	 
BMI_bs_40_122	 2	 DoritosGrill.bmp	 11	 43	 19	 1	 1	 1	 1	 4.778424e+01	 i	 7.316090e-01	 
BMI_bs_40_122	 2	 PesekZman.bmp	 21	 9	 20	 1	 1	 1	 1	 5.007023e+01	 i	 3.158336e+00	 
BMI_bs_40_122	 2	 SkittlesFruits2.bmp	 23	 7	 21	 1	 1	 0	 0	 5.477544e+01	 u	 7.907339e-01	 
BMI_bs_40_122	 2	 BagaleShtuhim.bmp	 1	 49	 22	 1	 1	 1	 1	 5.711134e+01	 i	 1.042461e+00	 
BMI_bs_40_122	 2	 BambaSweet.bmp	 3	 48	 23	 1	 1	 1	 0	 5.969764e+01	 u	 7.313292e-01	 
BMI_bs_40_122	 2	 Halva2.bmp	 13	 55	 24	 1	 1	 0	 0	 6.198359e+01	 u	 1.745500e+00	 
BMI_bs_40_122	 2	 ClickBalls5.bmp	 7	 8	 25	 1	 1	 1	 1	 6.528726e+01	 i	 8.169309e-01	 
BMI_bs_40_122	 2	 KinderJoy.bmp	 19	 14	 26	 1	 1	 1	 1	 6.765658e+01	 i	 8.476972e-01	 
BMI_bs_40_122	 2	 ChocolateWhite.bmp	 36	 0	 27	 0	 1	 0	 0	 7.005923e+01	 u	 7.951742e-01	 
BMI_bs_40_122	 2	 Snickers.bmp	 26	 44	 28	 1	 1	 0	 1	 7.241189e+01	 i	 3.030287e+00	 
BMI_bs_40_122	 2	 KinderBuenoBrown3.bmp	 17	 10	 29	 1	 1	 0	 1	 7.700039e+01	 i	 9.793409e-01	 
