subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_40_103	 1	 GumiWine2.bmp	 14	 46	 1	 1	 1	 0	 0	 1.450827e-02	 i	 1.770837e+00	 
BMI_bs_40_103	 1	 ClickXLbrown4.bmp	 10	 10	 2	 1	 1	 1	 1	 3.334844e+00	 u	 1.308124e+00	 
BMI_bs_40_103	 1	 BambaSweet.bmp	 1	 54	 3	 1	 1	 0	 0	 6.187981e+00	 i	 1.537634e+00	 
BMI_bs_40_103	 1	 Halva2.bmp	 15	 52	 4	 1	 1	 1	 1	 9.274908e+00	 u	 1.173399e+00	 
BMI_bs_40_103	 1	 ChocolateParaMarir2.bmp	 6	 47	 5	 1	 1	 1	 1	 1.199445e+01	 u	 8.276547e-01	 
BMI_bs_40_103	 1	 BisliPizza3.bmp	 3	 44	 6	 1	 1	 1	 1	 1.438053e+01	 u	 6.691861e-01	 
BMI_bs_40_103	 1	 Mentos.bmp	 22	 51	 7	 1	 1	 0	 0	 1.659975e+01	 i	 7.788083e-01	 
BMI_bs_40_103	 1	 CrunchShokoVanil.bmp	 13	 50	 8	 1	 1	 1	 1	 1.893560e+01	 u	 1.120561e+00	 
BMI_bs_40_103	 1	 ClickBalls5.bmp	 8	 8	 9	 1	 1	 0	 0	 2.160526e+01	 i	 1.196070e+00	 
BMI_bs_40_103	 1	 ChocolateParaMilk3.bmp	 7	 17	 10	 1	 1	 0	 0	 2.435831e+01	 i	 1.300656e+00	 
BMI_bs_40_103	 1	 Kitkat.bmp	 20	 15	 11	 1	 1	 1	 1	 2.721152e+01	 u	 1.170047e+00	 
BMI_bs_40_103	 1	 BisliGrill.bmp	 2	 43	 12	 1	 1	 0	 0	 2.993128e+01	 i	 1.397985e+00	 
BMI_bs_40_103	 1	 Tictac.bmp	 27	 55	 13	 1	 1	 0	 0	 3.288458e+01	 i	 8.635057e-01	 
BMI_bs_40_103	 1	 SkittlesFruits2.bmp	 25	 45	 14	 1	 1	 1	 1	 3.530354e+01	 u	 1.358403e+00	 
BMI_bs_40_103	 1	 ClickBisquit2.bmp	 9	 14	 15	 1	 1	 0	 0	 3.820722e+01	 i	 1.143584e+00	 
BMI_bs_40_103	 1	 Hispusim.bmp	 43	 0	 16	 0	 1	 0	 0	 4.089353e+01	 i	 7.973762e-01	 
BMI_bs_40_103	 1	 Cheetos.bmp	 4	 13	 17	 1	 1	 1	 1	 4.324615e+01	 u	 9.536732e-01	 
BMI_bs_40_103	 1	 Shugi.bmp	 24	 48	 18	 1	 1	 0	 0	 4.574895e+01	 i	 1.184697e+00	 
BMI_bs_40_103	 1	 KinderJoy.bmp	 19	 9	 19	 1	 1	 0	 0	 4.848529e+01	 i	 8.559876e-01	 
BMI_bs_40_103	 1	 Mars.bmp	 21	 16	 20	 1	 1	 0	 0	 5.088801e+01	 i	 8.046440e-01	 
BMI_bs_40_103	 1	 PesekZman.bmp	 23	 18	 21	 1	 1	 1	 1	 5.324073e+01	 u	 1.163305e+00	 
BMI_bs_40_103	 1	 CrunchBisquitWhite2.bmp	 12	 6	 22	 1	 1	 0	 0	 5.596035e+01	 i	 1.267514e+00	 
BMI_bs_40_103	 1	 KashitSour.bmp	 17	 56	 23	 1	 1	 0	 0	 5.878011e+01	 i	 6.753699e-01	 
BMI_bs_40_103	 1	 Twix.bmp	 28	 11	 24	 1	 1	 0	 0	 6.099933e+01	 i	 1.055049e+00	 
BMI_bs_40_103	 1	 Hit.bmp	 16	 49	 25	 1	 1	 0	 0	 6.360227e+01	 i	 7.697073e-01	 
BMI_bs_40_103	 1	 KifkefMaklotChocolate.bmp	 45	 0	 26	 0	 1	 0	 0	 6.592148e+01	 i	 7.793296e-01	 
BMI_bs_40_103	 1	 ClickXLwhite4.bmp	 11	 7	 27	 1	 1	 1	 1	 6.825749e+01	 u	 1.042191e+00	 
BMI_bs_40_103	 1	 Smarties.bmp	 26	 53	 28	 1	 1	 1	 1	 7.084366e+01	 u	 1.111172e+00	 
BMI_bs_40_103	 1	 ChocolateParaCookies5.bmp	 5	 12	 29	 1	 1	 1	 1	 7.351335e+01	 u	 2.097924e+00	 
BMI_bs_40_103	 1	 KinderBuenoWhite2.bmp	 18	 5	 30	 1	 1	 0	 0	 7.716736e+01	 i	 7.727099e-01	 
