subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_40_101	 1	 Hispusim.bmp	 43	 0	 1	 0	 1	 0	 0	 1.488907e-02	 i	 1.966411e+00	 
BMI_bs_40_101	 1	 ClickBisquit2.bmp	 10	 15	 2	 1	 1	 1	 1	 3.535468e+00	 u	 9.996610e-01	 
BMI_bs_40_101	 1	 Bamba.bmp	 1	 51	 3	 1	 1	 0	 0	 6.088455e+00	 i	 8.317942e-01	 
BMI_bs_40_101	 1	 BisliGrill.bmp	 3	 49	 4	 1	 1	 0	 0	 8.474303e+00	 i	 1.067297e+00	 
BMI_bs_40_101	 1	 Mekupelet.bmp	 23	 53	 5	 1	 1	 1	 1	 1.109397e+01	 u	 1.339075e+00	 
BMI_bs_40_101	 1	 CrunchBisquitBrown3.bmp	 13	 5	 6	 1	 1	 0	 0	 1.398047e+01	 i	 1.006438e+00	 
BMI_bs_40_101	 1	 BisliPizza3.bmp	 5	 52	 7	 1	 1	 1	 1	 1.653345e+01	 u	 6.135867e-01	 
BMI_bs_40_101	 1	 ClickXLbrown4.bmp	 11	 10	 8	 1	 1	 1	 1	 1.870250e+01	 u	 8.295744e-01	 
BMI_bs_40_101	 1	 ChocolateParaSucariotKoftzot2.bmp	 9	 9	 9	 1	 1	 0	 0	 2.108851e+01	 i	 9.524978e-01	 
BMI_bs_40_101	 1	 Egozi.bmp	 15	 47	 10	 1	 1	 1	 1	 2.359126e+01	 u	 1.442319e+00	 
BMI_bs_40_101	 1	 ChocolateParaMarir2.bmp	 8	 7	 11	 1	 1	 1	 1	 2.657795e+01	 u	 8.294546e-01	 
BMI_bs_40_101	 1	 Shugi.bmp	 24	 44	 12	 1	 1	 1	 1	 2.896402e+01	 u	 8.060189e-01	 
BMI_bs_40_101	 1	 ChocolateWhite.bmp	 36	 0	 13	 0	 1	 0	 0	 3.131663e+01	 i	 1.119787e+00	 
BMI_bs_40_101	 1	 Taami.bmp	 28	 50	 14	 1	 1	 1	 1	 3.398629e+01	 u	 1.161487e+00	 
BMI_bs_40_101	 1	 KinderJoy.bmp	 19	 55	 15	 1	 1	 0	 0	 3.668927e+01	 i	 5.848644e-01	 
BMI_bs_40_101	 1	 KashitSour.bmp	 16	 45	 16	 1	 1	 1	 1	 3.882496e+01	 u	 1.318034e+00	 
BMI_bs_40_101	 1	 Loacker.bmp	 21	 6	 17	 1	 1	 0	 0	 4.169488e+01	 i	 7.432567e-01	 
BMI_bs_40_101	 1	 ChocolateParaCookies5.bmp	 7	 11	 18	 1	 1	 0	 0	 4.398073e+01	 i	 7.749778e-01	 
BMI_bs_40_101	 1	 ClickXLwhite4.bmp	 12	 8	 19	 1	 1	 0	 0	 4.630007e+01	 i	 7.170259e-01	 
BMI_bs_40_101	 1	 Keifli.bmp	 17	 54	 20	 1	 1	 0	 0	 4.856932e+01	 i	 7.766862e-01	 
BMI_bs_40_101	 1	 Smarties.bmp	 27	 13	 21	 1	 1	 1	 1	 5.088859e+01	 u	 8.649435e-01	 
BMI_bs_40_101	 1	 SkittlesSour4.bmp	 26	 14	 22	 1	 1	 0	 0	 5.330792e+01	 i	 5.944981e-01	 
BMI_bs_40_101	 1	 Dubonim.bmp	 14	 43	 23	 1	 1	 0	 0	 5.544369e+01	 i	 1.001313e+00	 
BMI_bs_40_101	 1	 Kitkat.bmp	 20	 18	 24	 1	 1	 1	 1	 5.799652e+01	 u	 8.111132e-01	 
BMI_bs_40_101	 1	 Bounty.bmp	 6	 16	 25	 1	 1	 0	 0	 6.034922e+01	 i	 8.660417e-01	 
BMI_bs_40_101	 1	 Mars.bmp	 22	 46	 26	 1	 1	 0	 0	 6.276849e+01	 i	 8.431275e-01	 
BMI_bs_40_101	 1	 BisliOnion.bmp	 4	 56	 27	 1	 1	 0	 0	 6.515455e+01	 i	 7.408954e-01	 
