subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_40_111	 1	 ClickBalls5.bmp	 6	 53	 1	 1	 1	 1	 1	 1.450542e-02	 u	 8.781724e-01	 
BMI_bs_40_111	 1	 Twist.bmp	 28	 47	 2	 1	 1	 1	 1	 2.450660e+00	 u	 7.708428e-01	 
BMI_bs_40_111	 1	 TapuchipsCrunch.bmp	 25	 11	 3	 1	 1	 0	 1	 4.769874e+00	 u	 7.354999e-01	 
BMI_bs_40_111	 1	 Tictac.bmp	 26	 18	 4	 1	 1	 1	 1	 7.055790e+00	 u	 7.671666e-01	 
BMI_bs_40_111	 1	 DoritosNatural.bmp	 9	 6	 5	 1	 1	 0	 0	 9.374994e+00	 i	 8.893503e-01	 
BMI_bs_40_111	 1	 KinderJoy.bmp	 17	 51	 6	 1	 1	 0	 0	 1.181107e+01	 i	 7.258533e-01	 
BMI_bs_40_111	 1	 Mekupelet.bmp	 19	 55	 7	 1	 1	 0	 0	 1.408025e+01	 i	 1.010546e+00	 
BMI_bs_40_111	 1	 DoritosGrill.bmp	 8	 12	 8	 1	 1	 1	 1	 1.663322e+01	 u	 6.626738e-01	 
BMI_bs_40_111	 1	 Cheetos.bmp	 3	 13	 9	 1	 1	 1	 0	 1.885236e+01	 i	 1.177405e+00	 
BMI_bs_40_111	 1	 SkittlesSour4.bmp	 23	 52	 10	 1	 1	 1	 1	 2.158872e+01	 u	 7.248731e-01	 
BMI_bs_40_111	 1	 Shugi.bmp	 21	 10	 11	 1	 1	 1	 1	 2.385786e+01	 u	 7.621270e-01	 
BMI_bs_40_111	 1	 Snickers.bmp	 24	 16	 12	 1	 1	 0	 0	 2.617720e+01	 i	 7.603699e-01	 
BMI_bs_40_111	 1	 Loacker.bmp	 18	 7	 13	 1	 1	 1	 1	 2.847980e+01	 u	 7.529068e-01	 
BMI_bs_40_111	 1	 ChocolateParaMilk3.bmp	 4	 49	 14	 1	 1	 0	 0	 3.078250e+01	 i	 7.678253e-01	 
BMI_bs_40_111	 1	 ClickXLwhite4.bmp	 7	 48	 15	 1	 1	 0	 0	 3.310154e+01	 i	 5.863894e-01	 
BMI_bs_40_111	 1	 BisliGrill.bmp	 2	 8	 16	 1	 1	 0	 0	 3.523735e+01	 i	 7.343780e-01	 
BMI_bs_40_111	 1	 GumiSnakes3.bmp	 11	 45	 17	 1	 1	 1	 1	 3.752337e+01	 u	 1.035991e+00	 
BMI_bs_40_111	 1	 Popco.bmp	 20	 17	 18	 1	 1	 0	 0	 4.010951e+01	 i	 5.649885e-01	 
BMI_bs_40_111	 1	 KinderBuenoBrown3.bmp	 15	 15	 19	 1	 1	 1	 1	 4.222852e+01	 u	 1.416076e+00	 
BMI_bs_40_111	 1	 KinderBuenoWhite2.bmp	 16	 9	 20	 1	 1	 0	 0	 4.519849e+01	 i	 7.074562e-01	 
BMI_bs_40_111	 1	 Bamba.bmp	 1	 14	 21	 1	 1	 0	 0	 4.745107e+01	 i	 9.750046e-01	 
BMI_bs_40_111	 1	 ChocolateParaSucariotKoftzot2.bmp	 5	 54	 22	 1	 1	 0	 0	 4.997066e+01	 i	 6.267586e-01	 
BMI_bs_40_111	 1	 KashitSour.bmp	 14	 44	 23	 1	 1	 1	 1	 5.213964e+01	 u	 9.891535e-01	 
BMI_bs_40_111	 1	 Tortit.bmp	 27	 50	 24	 1	 1	 1	 1	 5.467578e+01	 u	 7.368626e-01	 
BMI_bs_40_111	 1	 SkittlesFruits2.bmp	 22	 56	 25	 1	 1	 0	 0	 5.696168e+01	 i	 6.672938e-01	 
BMI_bs_40_111	 1	 Hit.bmp	 13	 5	 26	 1	 1	 0	 0	 5.918083e+01	 i	 6.982829e-01	 
