subjectID	order	itemIndABC	runtrial	isOld?	subjectAnswer	onsettime	Name	resp_choice	RT	bidInd	isBeep?
BMI_bs_40_112	 2	 34	 1	 0	 0	 1.469073e-02	 ChocolateChipsCookies.bmp	 u	 1.303107e+00	 0	 0	 
BMI_bs_40_112	 2	 49	 2	 0	 0	 2.867953e+00	 MilkeyWay.bmp	 u	 8.912931e-01	 0	 0	 
BMI_bs_40_112	 2	 50	 3	 0	 0	 5.303741e+00	 MnM2.bmp	 u	 6.942884e-01	 0	 0	 
BMI_bs_40_112	 2	 27	 4	 1	 1	 7.556570e+00	 Twist.bmp	 i	 5.529292e+00	 52	 0	 
BMI_bs_40_112	 2	 10	 5	 1	 1	 1.464786e+01	 DoritosGrill.bmp	 i	 1.576879e+00	 56	 0	 
BMI_bs_40_112	 2	 36	 6	 0	 0	 1.776803e+01	 ChocolateWhite.bmp	 u	 2.000645e+00	 0	 0	 
BMI_bs_40_112	 2	 40	 7	 0	 0	 2.132199e+01	 Crunch4.bmp	 u	 2.316844e+00	 0	 0	 
BMI_bs_40_112	 2	 29	 8	 0	 0	 2.519290e+01	 Abadi2.bmp	 u	 1.112328e+00	 0	 0	 
BMI_bs_40_112	 2	 45	 9	 0	 0	 2.786266e+01	 KifkefMaklotChocolate.bmp	 u	 1.480217e+00	 0	 0	 
BMI_bs_40_112	 2	 8	 10	 1	 1	 3.089932e+01	 ChocolateParaMarir2.bmp	 i	 7.273874e-01	 8	 1	 
BMI_bs_40_112	 2	 13	 11	 1	 1	 3.318523e+01	 GumiWine2.bmp	 i	 1.006637e+00	 48	 1	 
BMI_bs_40_112	 2	 52	 12	 0	 0	 3.573812e+01	 PitaCrunch.bmp	 u	 8.275500e-01	 0	 0	 
BMI_bs_40_112	 2	 26	 13	 1	 1	 3.812413e+01	 Tortit.bmp	 i	 8.379105e-01	 15	 0	 
BMI_bs_40_112	 2	 17	 14	 1	 1	 4.051016e+01	 KifkefMaklot2.bmp	 i	 5.894915e-01	 46	 1	 
BMI_bs_40_112	 2	 18	 15	 1	 1	 4.264589e+01	 KinderBuenoBrown3.bmp	 i	 1.041370e+00	 12	 0	 
BMI_bs_40_112	 2	 54	 16	 0	 1	 4.523214e+01	 TapuchipsCrunch2.bmp	 i	 1.504097e+00	 0	 0	 
BMI_bs_40_112	 2	 4	 17	 1	 1	 4.828555e+01	 BisliOnion.bmp	 i	 6.331902e-01	 50	 0	 
BMI_bs_40_112	 2	 47	 18	 0	 0	 5.047127e+01	 Lotus.bmp	 u	 6.413322e-01	 0	 0	 
BMI_bs_40_112	 2	 9	 19	 1	 1	 5.265706e+01	 ChocolateParaMilk3.bmp	 i	 9.869108e-01	 7	 0	 
BMI_bs_40_112	 2	 22	 20	 1	 1	 5.519327e+01	 PesekZman.bmp	 i	 6.107947e-01	 14	 1	 
BMI_bs_40_112	 2	 43	 21	 0	 1	 5.734567e+01	 Hispusim.bmp	 i	 6.860416e-01	 0	 0	 
BMI_bs_40_112	 2	 23	 22	 1	 1	 5.958147e+01	 SkittlesFruits2.bmp	 i	 5.765614e-01	 43	 1	 
BMI_bs_40_112	 2	 51	 23	 0	 0	 6.170047e+01	 Oreo.bmp	 u	 7.639087e-01	 0	 0	 
BMI_bs_40_112	 2	 41	 24	 0	 0	 6.401985e+01	 DoritosMenupahBbq.bmp	 u	 1.020923e+00	 0	 0	 
