subjectID	order	stimName	itemIndABC	bidInd	runtrial	isOld?	subjectAnswerIsOld	isBeep?	subjectAnswerIsBeep	onsettime	resp_choice	RT
BMI_bs_40_128	 2	 ChocolateParaCookies5.bmp	 2	 11	 1	 1	 1	 1	 1	 1.416878e-02	 i	 6.267787e+00	 
BMI_bs_40_128	 2	 DoritosNatural.bmp	 12	 48	 2	 1	 1	 1	 1	 7.839648e+00	 i	 8.022951e-01	 
BMI_bs_40_128	 2	 GumiSnakes3.bmp	 14	 45	 3	 1	 1	 0	 0	 1.019224e+01	 u	 1.961697e+00	 
BMI_bs_40_128	 2	 GumiWine2.bmp	 15	 52	 4	 1	 1	 0	 0	 1.371286e+01	 u	 1.145086e+00	 
BMI_bs_40_128	 2	 Keifli.bmp	 19	 46	 5	 1	 1	 1	 1	 1.641585e+01	 i	 1.258099e+00	 
BMI_bs_40_128	 2	 Hit.bmp	 17	 7	 6	 1	 1	 0	 0	 1.921900e+01	 u	 1.878947e+00	 
BMI_bs_40_128	 2	 WerthersOriginal.bmp	 28	 53	 7	 1	 1	 0	 0	 2.265620e+01	 u	 8.737612e-01	 
BMI_bs_40_128	 2	 SkittlesSour4.bmp	 24	 51	 8	 1	 1	 1	 1	 2.507559e+01	 i	 8.863559e-01	 
BMI_bs_40_128	 2	 SkittlesFruits2.bmp	 23	 50	 9	 1	 1	 0	 0	 2.751164e+01	 u	 3.782999e-01	 
BMI_bs_40_128	 2	 ClickBalls5.bmp	 5	 10	 10	 1	 1	 0	 0	 2.944714e+01	 u	 2.810799e+00	 
BMI_bs_40_128	 2	 ClickBlackWhite3.bmp	 7	 14	 11	 1	 1	 1	 1	 3.380205e+01	 i	 5.358879e-01	 
BMI_bs_40_128	 2	 TapuchipsCrunch2.bmp	 54	 0	 12	 0	 1	 0	 0	 3.588769e+01	 u	 7.782527e-01	 
BMI_bs_40_128	 2	 KinderBuenoBrown3.bmp	 21	 15	 13	 1	 1	 0	 0	 3.822364e+01	 u	 3.154302e+00	 
BMI_bs_40_128	 2	 Tapuchips.bmp	 26	 47	 14	 1	 1	 0	 0	 4.292898e+01	 u	 1.328977e+00	 
BMI_bs_40_128	 2	 Dubonim.bmp	 13	 17	 15	 1	 1	 1	 1	 4.581553e+01	 i	 1.090408e+00	 
BMI_bs_40_128	 2	 Halva2.bmp	 16	 49	 16	 1	 1	 1	 1	 4.845174e+01	 i	 1.734198e+00	 
BMI_bs_40_128	 2	 Tictac.bmp	 27	 55	 17	 1	 1	 0	 0	 5.173879e+01	 u	 8.711637e-01	 
BMI_bs_40_128	 2	 ChocolateParaMilk3.bmp	 4	 9	 18	 1	 1	 1	 1	 5.415824e+01	 i	 2.731706e+00	 
BMI_bs_40_128	 2	 Shugi.bmp	 22	 44	 19	 1	 1	 0	 0	 5.844639e+01	 u	 1.019535e+00	 
BMI_bs_40_128	 2	 DoritosGrill.bmp	 11	 43	 20	 1	 1	 1	 1	 6.101600e+01	 i	 6.579455e-01	 
BMI_bs_40_128	 2	 CrunchBisquitWhite2.bmp	 9	 12	 21	 1	 1	 0	 0	 6.321834e+01	 u	 1.735594e+00	 
BMI_bs_40_128	 2	 CrunchShokoVanil.bmp	 10	 16	 22	 1	 1	 1	 1	 6.650542e+01	 i	 1.000519e+00	 
BMI_bs_40_128	 2	 CrunchBisquitBrown3.bmp	 8	 6	 23	 1	 1	 0	 0	 6.905821e+01	 u	 9.677320e-01	 
BMI_bs_40_128	 2	 ClickBisquit2.bmp	 6	 5	 24	 1	 1	 0	 1	 7.157777e+01	 i	 6.721686e-01	 
BMI_bs_40_128	 2	 ChocolateParaMarir2.bmp	 3	 8	 25	 1	 1	 1	 1	 7.379694e+01	 i	 4.653003e+00	 
BMI_bs_40_128	 2	 KashitSour.bmp	 18	 54	 26	 1	 1	 1	 1	 8.000397e+01	 i	 1.581975e+00	 
BMI_bs_40_128	 2	 Taami.bmp	 25	 18	 27	 1	 1	 0	 0	 8.314076e+01	 u	 1.301188e+00	 
BMI_bs_40_128	 2	 KifkefMaklot2.bmp	 20	 13	 28	 1	 1	 0	 0	 8.599401e+01	 u	 2.711931e+00	 
BMI_bs_40_128	 2	 BabyDoll.bmp	 1	 56	 29	 1	 1	 0	 0	 9.024873e+01	 u	 6.011871e-01	 
